idnax;fecha imagen;ID;CAMPO;FINCA;ZONA;MANDADOR;ZAFRA 20-21;variedad;soca;edad;zona eco;zonas;fs;tipo riego;area;activo;nubosidad;leyenda 08 NDVI 2 (con nubes);valor 08 NDVI 2 (con nubes);leyenda 09 Nivel de NDVI óptimo;valor 09 Nivel de NDVI óptimo;leyenda 10 Anomalías;valor 10 Anomalías;leyenda 11 Necesidades de Nitrógeno;valor 11 Necesidades de Nitrógeno;leyenda 12 Producción;valor 12 Producción;leyenda 13 Maduración;valor 13 Maduración;leyenda 14 Maduración 2 (con nubes);valor 14 Maduración 2 (con nubes);leyenda 15 Cosecha;valor 15 Cosecha;leyenda Biomasa (m2 caña/m2);valor Biomasa (m2 caña/m2);leyenda Biomasa 2 (con nubes);valor Biomasa 2 (con nubes);leyenda Clorofila (mg/cm2);valor Clorofila (mg/cm2);leyenda Contenido de agua (mg/cm2);valor Contenido de agua (mg/cm2);leyenda Contenido de agua 2 (con nubes);valor Contenido de agua 2 (con nubes);leyenda Evolución hídrica;valor Evolución hídrica;leyenda NDVI;valor NDVI;leyenda Nivel de agua óptimo;valor Nivel de agua óptimo;leyenda Nivel de biomasa óptimo;valor Nivel de biomasa óptimo;leyenda Nivel de clorofila óptimo;valor Nivel de clorofila óptimo;leyenda msavi2;valor msavi2;leyenda ndwi;valor ndwi
237480;2022-05-28;6000729;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;2.4612;True;0.0203;0.7-0.8;0.711;Optimo;3.9295;1 imagen con exceso;0.0664;Muy Alto;0.4916;BAJA;0.3661;;;;;Ya cosechado;0.0;2.2;1.9381;2.2;1.9381;75-100;94.9136;0.04;0.038;0.04;0.038;Ganando o manteniendo agua;0.0;0.7-0.8;0.7057;-10% del optimo;2.1328;-20% del optimo;1.6888;-20% del optimo;1.1577;0-0.2;-0.038;0.6-0.625;0.6024
237454;2022-05-28;600073;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;2.6351;True;0.034;0.6-0.7;0.6745;Optimo;3.9414;1 imagen con exceso;0.0469;Muy Alto;0.3954;BAJA;0.3074;;;;;Ya cosechado;0.0;1.8;1.6877;1.8;1.6877;75-100;76.327;0.035;0.0338;0.035;0.0338;Ganando o manteniendo agua;0.0;0.6-0.7;0.6693;-20% del optimo;1.2852;-20% del optimo;1.1562;-20% del optimo;1.0156;0-0.2;-0.0739;0.55-0.575;0.5573
237481;2022-05-28;6000730;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;2.0447;True;0.039;0.6-0.7;0.69;Optimo;3.7817;Sin incidencia;0.0;Alto;0.5137;BAJA;0.472;;;;;Ya cosechado;0.0;2.2;1.9521;2.2;1.9521;75-100;99.1817;0.04;0.0367;0.04;0.0367;10 dias perdiendo agua;-2.0;0.6-0.7;0.6853;-20% del optimo;1.9137;-20% del optimo;1.6142;-20% del optimo;1.2234;0-0.2;-0.0207;0.6-0.625;0.6102
237482;2022-05-28;6000731;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;1.2244;True;0.04;0.6-0.7;0.6895;Optimo;3.8083;1 imagen con exceso;0.2083;Muy Alto;0.414;BAJA;0.3743;;;;;Ya cosechado;0.0;1.8;1.7563;1.8;1.7563;75-100;79.9183;0.04;0.0359;0.04;0.0359;Ganando o manteniendo agua;0.0;0.6-0.7;0.6849;-20% del optimo;1.9;-20% del optimo;1.4167;-20% del optimo;1.1417;0-0.2;-0.0686;0.575-0.6;0.5843
237483;2022-05-28;6000732;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;2.4443;True;0.6032;0.6-0.7;0.6322;Optimo;3.7613;Sin incidencia;0.0;Muy Alto;0.3774;BAJA;0.3007;;;;;Ya cosechado;0.0;1.8;1.4962;1.8;1.5223;50-75;68.2315;0.05;0.0405;0.04;0.0384;Ganando o manteniendo agua;0.0;0.6-0.7;0.6098;-10% del optimo;2.3004;-20% del optimo;1.0165;-30% del optimo;1.0;0-0.2;-0.2633;0.5-0.525;0.5213
237484;2022-05-28;6000733;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;1.0178;True;0.0288;0.6-0.7;0.6723;Optimo;3.902;Sin incidencia;0.0;Muy Alto;0.4743;BAJA;0.3707;;;;;Ya cosechado;0.0;2.2;1.8208;2.2;1.8207;75-100;85.7673;0.04;0.0363;0.04;0.0363;Ganando o manteniendo agua;0.0;0.6-0.7;0.6671;-10% del optimo;2.0392;-20% del optimo;1.5294;-20% del optimo;1.0396;0-0.2;-0.0917;0.575-0.6;0.5896
237485;2022-05-28;6000734;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;0.7322;True;0.3784;0.6-0.7;0.669;Optimo;3.9041;Sin incidencia;0.0;Alto;0.5198;BAJA;0.3122;;;;;Ya cosechado;0.0;2.2;1.9707;2.2;1.9519;75-100;93.9972;0.05;0.042;0.05;0.0401;Ganando o manteniendo agua;0.0;0.6-0.7;0.6693;-10% del optimo;2.6712;-20% del optimo;1.4932;-30% del optimo;1.0;0-0.2;-0.092;0.575-0.6;0.5807
237486;2022-05-28;6000735;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;0.2132;True;0.8182;0.6-0.7;0.6479;Optimo;4.0;Sin incidencia;0.0;Muy Alto;0.4566;BAJA;0.2574;;;;;Ya cosechado;0.0;1.8;1.655;1.8;1.7142;75-100;82.5575;0.035;0.0342;0.035;0.0325;Ganando o manteniendo agua;0.0;0.6-0.7;0.6825;-20% del optimo;1.1579;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.1725;0.575-0.6;0.576
237487;2022-05-28;6000736;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;0.3656;True;0.1053;0.6-0.7;0.6315;Optimo;3.6765;Sin incidencia;0.0;Muy Alto;0.3231;BAJA;0.3047;;;;;Ya cosechado;0.0;1.8;1.5471;1.8;1.5471;50-75;58.4259;0.035;0.032;0.035;0.032;Ganando o manteniendo agua;0.0;0.6-0.7;0.6262;-20% del optimo;1.2941;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.1;0.55-0.575;0.5522
237488;2022-05-28;6000737;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;1.1956;True;0.0331;0.6-0.7;0.6676;Optimo;3.8083;Sin incidencia;0.0;Muy Alto;0.4137;BAJA;0.3177;;;;;Ya cosechado;0.0;1.8;1.6729;1.8;1.6733;50-75;74.8107;0.04;0.0359;0.04;0.0358;Ganando o manteniendo agua;0.0;0.6-0.7;0.6631;-20% del optimo;1.8083;-20% del optimo;1.1167;-30% del optimo;1.0;0-0.2;-0.0873;0.575-0.6;0.5787
237489;2022-05-28;6000738;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;0.8743;True;0.0568;0.6-0.7;0.6796;Optimo;3.8795;Sin incidencia;0.0;Alto;0.5225;BAJA;0.3329;;;;;Ya cosechado;0.0;2.2;1.9342;2.2;1.9342;75-100;94.4767;0.04;0.0373;0.04;0.0373;Ganando o manteniendo agua;0.0;0.6-0.7;0.6749;-10% del optimo;2.2048;-20% del optimo;1.7108;-20% del optimo;1.0723;0-0.2;-0.0565;0.575-0.6;0.5955
237490;2022-05-28;6000739;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;0.4158;True;0.119;0.6-0.7;0.613;Optimo;3.4054;Sin incidencia;0.0;Muy Alto;0.4047;BAJA;0.3281;;;;;Ya cosechado;0.0;1.8;1.5378;1.8;1.5378;50-75;73.18;0.05;0.0453;0.05;0.0453;Ganando o manteniendo agua;0.0;0.6-0.7;0.6078;Optimo;3.2973;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.3019;0.5-0.525;0.524
237455;2022-05-28;600074;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;0.3593;True;0.0571;0.5-0.6;0.5938;Optimo;3.0606;Sin incidencia;0.0;Muy Alto;0.2768;BAJA;0.2555;;;;;Ya cosechado;0.0;1.4;1.2015;1.4;1.2015;50-75;53.4461;0.025;0.0237;0.025;0.0237;Ganando o manteniendo agua;0.0;0.5-0.6;0.5888;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.1258;0.5-0.525;0.5037
237456;2022-05-28;600075;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;0.7635;True;0.0513;0.6-0.7;0.6182;Optimo;3.3919;Sin incidencia;0.0;Muy Alto;0.2966;BAJA;0.3327;;;;;Ya cosechado;0.0;1.8;1.4327;1.8;1.4327;50-75;57.2573;0.03;0.0285;0.03;0.0285;Ganando o manteniendo agua;0.0;0.6-0.7;0.6132;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.1432;0.5-0.525;0.5147
237457;2022-05-28;600076;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;1.4588;True;0.0342;0.7-0.8;0.7326;Optimo;3.922;Sin incidencia;0.0;Alto;0.5717;BAJA;0.4288;;;;;Ya cosechado;0.0;2.2;2.1103;2.2;2.1103;100-150;110.3757;0.04;0.0378;0.04;0.0378;Ganando o manteniendo agua;0.0;0.7-0.8;0.7277;-10% del optimo;2.1064;-10% del optimo;2.1489;-20% del optimo;1.4326;0-0.2;0.0286;0.625-0.65;0.6335
237458;2022-05-28;600077;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;1.4055;True;0.0352;0.6-0.7;0.617;Optimo;3.3577;Sin incidencia;0.0;Muy Alto;0.3239;BAJA;0.2839;;;;;Ya cosechado;0.0;1.8;1.4652;1.8;1.4652;50-75;62.5331;0.03;0.0296;0.03;0.0296;Ganando o manteniendo agua;0.0;0.6-0.7;0.612;-20% del optimo;1.0657;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.13;0.525-0.55;0.5286
237459;2022-05-28;600078;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;2.7159;True;0.022;0.6-0.7;0.6424;Optimo;3.5581;Sin incidencia;0.0;Muy Alto;0.3327;BAJA;0.3094;;;;;Ya cosechado;0.0;1.8;1.5142;1.8;1.5142;50-75;64.2368;0.035;0.0308;0.035;0.0308;Ganando o manteniendo agua;0.0;0.6-0.7;0.6373;-20% del optimo;1.2734;-20% del optimo;1.0037;-30% del optimo;1.0;0-0.2;-0.1046;0.525-0.55;0.5362
237460;2022-05-28;600079;ANIMAS-02;VASCONIA;ZONA_2;;;CP722086;4.0;6.0;;ZONA_2;2022-12-26;2.0;0.6479;True;0.0806;0.5-0.6;0.5458;-10% del optimo;2.4386;Sin incidencia;0.0;Critico;0.2394;BAJA;0.2453;;;;;Ya cosechado;0.0;1.2;1.0795;1.2;1.0795;40-50;46.2232;0.02;0.0194;0.02;0.0194;10 dias perdiendo agua;-2.0;0.5-0.6;0.5411;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.1928;0.5-0.525;0.5225
237491;2022-05-28;600161;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.1269;True;1.0;0.6-0.7;0.6666;Optimo;4.0;;;;;BAJA;0.4615;;;;;Ya cosechado;0.0;;;1.8;1.76;;;;;0.035;0.034;Ganando o manteniendo agua;0.0;;;Optimo;4.0;+30% del optimo;5.0;;;;;;
237500;2022-05-28;6001610;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.8424;True;1.0;0.6-0.7;0.6485;Optimo;4.0;;;;;BAJA;0.4607;;;;;Ya cosechado;0.0;;;1.8;1.68;;;;;0.035;0.032;Ganando o manteniendo agua;0.0;;;Optimo;4.0;+30% del optimo;5.0;;;;;;
237501;2022-05-28;6001611;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;1.0223;True;1.0;0.6-0.7;0.607;Optimo;4.0;;;;;BAJA;0.3551;;;;;Ya cosechado;0.0;;;1.8;1.48;;;;;0.03;0.026;Ganando o manteniendo agua;0.0;;;-10% del optimo;3.0;Optimo;4.0;;;;;;
237502;2022-05-28;6001612;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;1.3089;True;0.9398;0.6-0.7;0.6326;Optimo;4.0;Sin incidencia;0.0;Normal;0.8651;BAJA;0.4311;;;;;Ya cosechado;0.0;1.8;1.6612;1.8;1.6601;50-75;68.7613;0.035;0.032;0.035;0.0311;Ganando o manteniendo agua;0.0;0.6-0.7;0.6313;Optimo;4.0;+30% del optimo;4.9844;Optimo;3.25;0-0.2;-0.0562;0.525-0.55;0.5432
237503;2022-05-28;6001613;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;1.411;True;1.0;0.6-0.7;0.6855;Optimo;4.0;;;;;BAJA;0.6012;;;;;Ya cosechado;0.0;;;2.2;2.09;;;;;0.04;0.04;Ganando o manteniendo agua;0.0;;;Optimo;4.0;+30% del optimo;5.0;;;;;;
237504;2022-05-28;6001614;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;1.298;True;0.2266;0.6-0.7;0.6745;+30% del optimo;4.0079;Sin incidencia;0.0;Normal;0.9669;BAJA;0.4909;;;;;Ya cosechado;0.0;2.2;1.94;2.2;1.9271;75-100;91.8587;0.04;0.0369;0.04;0.0363;Ganando o manteniendo agua;0.0;0.6-0.7;0.6725;+30% del optimo;4.0714;+30% del optimo;5.0;Optimo;3.9495;0-0.2;-0.0442;0.575-0.6;0.5985
237505;2022-05-28;6001615;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.7914;True;0.0633;0.6-0.7;0.6608;Optimo;4.0;Sin incidencia;0.0;Normal;0.9159;BAJA;0.5028;;;;;Ya cosechado;0.0;1.8;1.7784;1.8;1.7784;75-100;79.8692;0.035;0.034;0.035;0.034;Ganando o manteniendo agua;0.0;0.6-0.7;0.6559;Optimo;3.9459;+30% del optimo;4.8649;Optimo;3.5811;0-0.2;-0.0558;0.575-0.6;0.5869
237506;2022-05-28;6001616;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.6854;True;0.1;0.6-0.7;0.6655;Optimo;3.9545;Sin incidencia;0.0;Normal;0.9126;BAJA;0.5392;;;;;Ya cosechado;0.0;2.2;1.9222;2.2;1.9208;75-100;85.7703;0.04;0.0383;0.04;0.0382;Ganando o manteniendo agua;0.0;0.6-0.7;0.661;+30% del optimo;4.3636;+30% del optimo;4.8636;Optimo;3.7937;0-0.2;-0.0325;0.55-0.575;0.5731
237507;2022-05-28;6001617;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.1508;True;0.6;0.5-0.6;0.5428;Optimo;3.8462;Sin incidencia;0.0;Alto;0.6814;BAJA;0.3315;;;;;Ya cosechado;0.0;1.4;1.33;1.4;1.33;50-75;54.1617;0.03;0.0298;0.03;0.0288;Ganando o manteniendo agua;0.0;0.5-0.6;0.5283;Optimo;3.9231;Optimo;4.0;-20% del optimo;1.5;0-0.2;-0.1367;0.45-0.5;0.4812
237508;2022-05-28;6001618;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.9349;True;0.3936;0.7-0.8;0.7004;+30% del optimo;4.1978;Sin incidencia;0.0;Normal;0.9714;BAJA;0.5989;;;;;Ya cosechado;0.0;2.8;2.2596;2.8;2.2336;100-150;117.5914;0.05;0.0422;0.05;0.0414;Ganando o manteniendo agua;0.0;0.7-0.8;0.7049;+30% del optimo;4.4176;+30% del optimo;4.9451;+30% del optimo;4.5088;0-0.2;0.0188;0.625-0.65;0.6252
237509;2022-05-28;6001619;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.2407;True;0.2174;0.6-0.7;0.6264;Optimo;3.9091;Sin incidencia;0.0;Normal;0.861;BAJA;0.4632;;;;;Ya cosechado;0.0;1.8;1.6767;1.8;1.67;50-75;69.0328;0.035;0.0345;0.035;0.034;Ganando o manteniendo agua;0.0;0.6-0.7;0.6228;Optimo;4.0;+30% del optimo;4.7273;Optimo;3.0556;0-0.2;-0.0667;0.55-0.575;0.5591
237492;2022-05-28;600162;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.7353;True;1.0;0.6-0.7;0.682;Optimo;4.0;;;;;BAJA;0.4517;;;;;Ya cosechado;0.0;;;2.2;1.87;;;;;0.035;0.034;Ganando o manteniendo agua;0.0;;;Optimo;4.0;+30% del optimo;5.0;;;;;;
237510;2022-05-28;6001620;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.6115;True;0.0328;0.6-0.7;0.6244;Optimo;3.9153;Sin incidencia;0.0;Normal;0.9006;BAJA;0.5154;;;;;Ya cosechado;0.0;1.8;1.6985;1.8;1.6985;75-100;76.8895;0.035;0.0334;0.035;0.0334;Ganando o manteniendo agua;0.0;0.6-0.7;0.6198;Optimo;3.9661;+30% del optimo;4.7288;Optimo;3.3898;0-0.2;-0.0947;0.55-0.575;0.572
237511;2022-05-28;6001621;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.5071;True;0.08;0.5-0.6;0.5885;Optimo;3.8913;Sin incidencia;0.0;Normal;0.8358;BAJA;0.41;;;;;Ya cosechado;0.0;1.8;1.4639;1.8;1.4639;50-75;67.1461;0.035;0.0328;0.035;0.0328;Ganando o manteniendo agua;0.0;0.5-0.6;0.5843;Optimo;3.6957;+30% del optimo;4.0652;-10% del optimo;2.7826;0-0.2;-0.2622;0.525-0.55;0.5285
237512;2022-05-28;6001622;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.7625;True;0.0933;0.7-0.8;0.7265;+30% del optimo;4.3239;Sin incidencia;0.0;Normal;0.9813;BAJA;0.6992;;;;;Ya cosechado;0.0;2.8;2.4944;2.8;2.49;100-150;131.4878;0.05;0.0476;0.05;0.0475;Ganando o manteniendo agua;0.0;0.7-0.8;0.7234;+30% del optimo;4.7183;+30% del optimo;4.9437;+30% del optimo;4.5441;0-0.2;0.0275;0.625-0.65;0.628
237493;2022-05-28;600163;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.1354;True;1.0;0.7-0.8;0.7073;Optimo;4.0;;;;;BAJA;0.5008;;;;;Ya cosechado;0.0;;;2.2;1.94;;;;;0.035;0.035;Ganando o manteniendo agua;0.0;;;Optimo;4.0;+30% del optimo;5.0;;;;;;
237494;2022-05-28;600164;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.089;True;1.0;0.6-0.7;0.6393;Optimo;4.0;;;;;BAJA;0.3683;;;;;Ya cosechado;0.0;;;1.8;1.67;;;;;0.035;0.032;Ganando o manteniendo agua;0.0;;;Optimo;4.0;+30% del optimo;5.0;;;;;;
237495;2022-05-28;600165;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.1132;True;1.0;0.6-0.7;0.6627;Optimo;4.0;;;;;BAJA;0.3864;;;;;Ya cosechado;0.0;;;1.8;1.72;;;;;0.035;0.031;Ganando o manteniendo agua;0.0;;;Optimo;4.0;+30% del optimo;5.0;;;;;;
237496;2022-05-28;600166;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.5982;True;1.0;0.6-0.7;0.6428;Optimo;4.0;;;;;BAJA;0.3875;;;;;Ya cosechado;0.0;;;1.8;1.59;;;;;0.035;0.031;Ganando o manteniendo agua;0.0;;;Optimo;4.0;Optimo;4.0;;;;;;
237497;2022-05-28;600167;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.2418;True;1.0;0.6-0.7;0.6784;Optimo;4.0;;;;;BAJA;0.4496;;;;;Ya cosechado;0.0;;;1.8;1.8;;;;;0.035;0.032;Ganando o manteniendo agua;0.0;;;Optimo;4.0;+30% del optimo;5.0;;;;;;
237498;2022-05-28;600168;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.2006;True;1.0;0.6-0.7;0.6115;Optimo;4.0;;;;;BAJA;0.3933;;;;;Ya cosechado;0.0;;;1.8;1.41;;;;;0.03;0.028;Ganando o manteniendo agua;0.0;;;-10% del optimo;3.0;Optimo;4.0;;;;;;
237499;2022-05-28;600169;ANIMAS-06A;VASCONIA;ZONA_2;;;NA5642;6.0;4.0;;ZONA_2;2023-02-13;2.0;0.5064;True;1.0;0.6-0.7;0.6122;Optimo;4.0;;;;;BAJA;0.3738;;;;;Ya cosechado;0.0;;;1.8;1.45;;;;;0.03;0.028;Ganando o manteniendo agua;0.0;;;Optimo;4.0;Optimo;4.0;;;;;;
237513;2022-05-28;610011;PRESA-01;WATERLOO;ZONA_2;;;RB867515;3.0;3.0;;ZONA_2;2023-03-03;2.0;0.2378;True;0.1667;0.3-0.4;0.3962;-20% del optimo;1.5;Sin incidencia;0.0;Muy Alto;0.3034;CRITICA;0.1085;;;;;Ya cosechado;0.0;0.8;0.7345;0.8;0.7345;30-35;32.3345;0.015;0.0142;0.015;0.0142;5 dias perdiendo agua;-1.0;0.3-0.4;0.392;-20% del optimo;1.2;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.307;0.4-0.45;0.4367
237522;2022-05-28;6100110;PRESA-01;WATERLOO;ZONA_2;;;RB867515;3.0;3.0;;ZONA_2;2023-03-03;2.0;1.0215;True;0.0588;0.4-0.5;0.4528;-20% del optimo;1.3854;Sin incidencia;0.0;Critico;0.2251;CRITICA;0.1323;;;;;Ya cosechado;0.0;0.8;0.7708;0.8;0.7708;30-35;34.9264;0.015;0.0147;0.015;0.0147;5 dias perdiendo agua;-1.0;0.4-0.5;0.448;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.2629;0.45-0.5;0.456
237523;2022-05-28;6100111;PRESA-01;WATERLOO;ZONA_2;;;RB867515;3.0;3.0;;ZONA_2;2023-03-03;2.0;0.986;True;0.0505;0.4-0.5;0.4667;-20% del optimo;1.6383;Sin incidencia;0.0;Critico;0.2408;CRITICA;0.1374;;;;;Ya cosechado;0.0;1;0.8366;1;0.8366;35-40;37.3621;0.0175;0.0159;0.0175;0.0159;15 dias perdiendo agua;-3.0;0.4-0.5;0.4621;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.2513;0.45-0.5;0.4682
237524;2022-05-28;6100112;PRESA-01;WATERLOO;ZONA_2;;;RB867515;3.0;3.0;;ZONA_2;2023-03-03;2.0;1.0964;True;0.0459;0.4-0.5;0.4421;-20% del optimo;1.2115;Sin incidencia;0.0;Critico;0.2096;CRITICA;0.1396;;;;;Ya cosechado;0.0;0.8;0.7393;0.8;0.7393;30-35;32.5295;0.015;0.0141;0.015;0.0141;15 dias perdiendo agua;-3.0;0.4-0.5;0.4367;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.2736;0.45-0.5;0.4546
237525;2022-05-28;6100113;PRESA-01;WATERLOO;ZONA_2;;;RB867515;3.0;3.0;;ZONA_2;2023-03-03;2.0;0.5646;True;0.0714;0.4-0.5;0.4089;-20% del optimo;1.1731;Sin incidencia;0.0;Critico;0.2145;CRITICA;0.1375;;;;;Ya cosechado;0.0;0.8;0.6885;0.8;0.6885;30-35;33.2877;0.015;0.0133;0.015;0.0133;15 dias perdiendo agua;-3.0;0.4-0.5;0.4042;-20% del optimo;1.0385;-20% del optimo;1.0962;-30% del optimo;1.0;0-0.2;-0.2892;0.4-0.45;0.4462
237526;2022-05-28;6100114;PRESA-01;WATERLOO;ZONA_2;;;RB867515;3.0;3.0;;ZONA_2;2023-03-03;2.0;1.0147;True;0.0392;0.4-0.5;0.4357;-10% del optimo;2.1735;Sin incidencia;0.0;Muy Alto;0.312;CRITICA;0.0766;;;;;Ya cosechado;0.0;0.8;0.7003;0.8;0.7003;30-35;33.2586;0.015;0.014;0.015;0.014;15 dias perdiendo agua;-3.0;0.4-0.5;0.4308;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.272;0.4-0.45;0.4483
237527;2022-05-28;6100115;PRESA-01;WATERLOO;ZONA_2;;;RB867515;3.0;3.0;;ZONA_2;2023-03-03;2.0;0.983;True;0.0412;0.4-0.5;0.4941;-10% del optimo;2.043;Sin incidencia;0.0;Muy Alto;0.2635;CRITICA;0.1391;;;;;Ya cosechado;0.0;1;0.9056;1;0.9056;40-50;40.8902;0.0175;0.0169;0.0175;0.0169;Ganando o manteniendo agua;0.0;0.4-0.5;0.4896;-30% del optimo;1.0;-20% del optimo;1.086;-30% del optimo;1.0;0-0.2;-0.2315;0.45-0.5;0.4765
237528;2022-05-28;6100116;PRESA-01;WATERLOO;ZONA_2;;;RB867515;3.0;3.0;;ZONA_2;2023-03-03;2.0;0.4369;True;0.0889;0.5-0.6;0.5744;Optimo;3.3902;Sin incidencia;0.0;Muy Alto;0.4974;CRITICA;0.1161;;;;;Ya cosechado;0.0;1.2;1.182;1.2;1.182;50-75;53.0173;0.025;0.0214;0.025;0.0214;Ganando o manteniendo agua;0.0;0.5-0.6;0.5698;-20% del optimo;1.8049;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.179;0.5-0.525;0.5058
237529;2022-05-28;6100117;PRESA-01;WATERLOO;ZONA_2;;;RB867515;3.0;3.0;;ZONA_2;2023-03-03;2.0;0.7434;True;0.0822;0.4-0.5;0.4668;-10% del optimo;2.6567;Sin incidencia;0.0;Muy Alto;0.3556;CRITICA;0.0872;;;;;Ya cosechado;0.0;1;0.8616;1;0.8616;35-40;37.9016;0.0175;0.0157;0.0175;0.0157;15 dias perdiendo agua;-3.0;0.4-0.5;0.4618;-20% del optimo;1.209;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.2603;0.45-0.5;0.4646
